date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:23:02	12023/12023	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Apr%202022%2006:22:56%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/team5.jpg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/team5.jpg	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:03	12687/12687	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Apr%202022%2006:22:58%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/team6.jpg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/team6.jpg	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:04	8847/8847	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Apr%202022%2006:22:58%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/team7.jpg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/team7.jpg	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:05	5731/5731	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Apr%202022%2006:23:00%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/counter1.png	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/counter1.png	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:05	10026/10026	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Apr%202022%2006:23:00%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/team8.jpg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/team8.jpg	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:07	6765/6765	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Apr%202022%2006:23:02%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/counter2.png	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/counter2.png	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:07	4526/4526	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Apr%202022%2006:23:02%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/counter3.png	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/counter3.png	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:08	8576/8576	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Apr%202022%2006:23:03%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/counter4.png	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/counter4.png	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:14	44173/44173	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Apr%202022%2006:23:03%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/map.png	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/map.png	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:24	197095/197095	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Apr%202022%2006:22:51%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/about.jpg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/about.jpg	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:31	141735/141735	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Apr%202022%2006:23:05%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/blog1.jpg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/blog1.jpg	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:32	7330/7330	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Apr%202022%2006:23:28%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/hc-logo-white.svg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/hc-logo-white.svg	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:39	89501/89501	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2010%20Apr%202022%2006:23:29%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/js/jquery.min.js	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/js/jquery.min.js	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:41	168619/168619	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Apr%202022%2006:23:11%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/blog2.jpg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/blog2.jpg	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:41	48944/48944	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2010%20Apr%202022%2006:23:35%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/js/bootstrap.min.js	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/js/bootstrap.min.js	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:43	35456/35456	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2010%20Apr%202022%2006:23:38%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/js/isotope.pkgd.min.js	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/js/isotope.pkgd.min.js	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:45	7433/7433	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2010%20Apr%202022%2006:23:40%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/js/SmoothScroll.min.js	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/js/SmoothScroll.min.js	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:46	9641/9641	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2010%20Apr%202022%2006:23:41%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/js/custom.js	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/js/custom.js	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:47	124672/124672	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2010%20Apr%202022%2006:23:38%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/js/swiper.min.js	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/js/swiper.min.js	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:23:48	162849/162849	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Apr%202022%2006:23:21%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/blog3.jpg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/blog3.jpg	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:24:00	76612/76612	---M--	200	added ('OK')	font/woff2	date:Sun,%2010%20Apr%202022%2006:23:44%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.woff2	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.woff2	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:08	133034/133034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Apr%202022%2006:23:43%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.eot	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.eot	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:10	133034/133034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Apr%202022%2006:23:45%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.eot?	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400d41d.eot	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:17	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Apr%202022%2006:24:07%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.svg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.svg	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:18	89824/89824	---M--	200	added ('OK')	font/woff	date:Sun,%2010%20Apr%202022%2006:23:56%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.woff	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.woff	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:21	13584/13584	---M--	200	added ('OK')	font/woff2	date:Sun,%2010%20Apr%202022%2006:24:15%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.woff2	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.woff2	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:23	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Apr%202022%2006:24:14%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.eot	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.eot	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:26	16800/16800	---M--	200	added ('OK')	font/woff	date:Sun,%2010%20Apr%202022%2006:24:19%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.woff	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.woff	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:27	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Apr%202022%2006:24:17%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.eot?	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400d41d.eot	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:30	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Apr%202022%2006:24:23%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.svg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.svg	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:31	34092/34092	---M--	200	added ('OK')	font/ttf	date:Sun,%2010%20Apr%202022%2006:24:22%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.ttf	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-regular-400.ttf	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:32	132728/132728	---M--	200	added ('OK')	font/ttf	date:Sun,%2010%20Apr%202022%2006:24:05%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.ttf	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-brands-400.ttf	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:24:44	79444/79444	---M--	200	added ('OK')	font/woff2	date:Sun,%2010%20Apr%202022%2006:24:28%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.woff2	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.woff2	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:25:00	846174/846174	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Apr%202022%2006:22:49%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/images/001.png	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/images/001.png	(from http://kamleshyadav.com/healthcare/healthcare/index.html)
10:25:01	103300/103300	---M--	200	added ('OK')	font/woff	date:Sun,%2010%20Apr%202022%2006:24:41%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.woff	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.woff	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:25:02	202902/202902	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Apr%202022%2006:24:26%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.eot	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.eot	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:25:07	897426/897426	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Apr%202022%2006:24:58%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.svg	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.svg	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:25:08	202902/202902	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Apr%202022%2006:24:29%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.eot?	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900d41d.eot	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
10:25:15	202616/202616	---M--	200	added ('OK')	font/ttf	date:Sun,%2010%20Apr%202022%2006:24:57%20GMT	http://kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.ttf	C:/Users/arsal/OneDrive/Desktop/medi/kamleshyadav.com/healthcare/healthcare/assets/webfonts/fa-solid-900.ttf	(from http://kamleshyadav.com/healthcare/healthcare/assets/css/all.min.css)
